suburb,postal_code,street_code,place,province
ORANGE FARM UIT 2,1805,1841,ORANGE FARM,Gauteng
ORANGE FARM EXT 3,1805,1841,ORANGE FARM,Gauteng
ORANGE FARM UIT 3,1805,1841,ORANGE FARM,Gauteng
ORANGE FARM EXT 4,1805,1841,ORANGE FARM,Gauteng
ORANGE FARM UIT 4,1805,1841,ORANGE FARM,Gauteng
ORANGE FARM EXT 5,1805,1841,ORANGE FARM,Gauteng
ORANGE FARM UIT 5,1805,1841,ORANGE FARM,Gauteng
ORANGE FARM EXT 6,1805,1841,ORANGE FARM,Gauteng
ORANGE FARM UIT 6,1805,1841,ORANGE FARM,Gauteng
ORANGE FARM EXT 6A,1805,1841,ORANGE FARM,Gauteng
ORANGE FARM UIT 6A,1805,1841,ORANGE FARM,Gauteng
ORANGE FARM EXT 6B,1805,1841,ORANGE FARM,Gauteng
ORANGE FARM UIT 6B,1805,1841,ORANGE FARM,Gauteng
ORANGE FARM EXT 7,1805,1841,ORANGE FARM,Gauteng
ORANGE FARM UIT 7,1805,1841,ORANGE FARM,Gauteng
ORANGE FARM EXT 7A,1805,1841,ORANGE FARM,Gauteng
ORANGE FARM UIT 7A,1805,1841,ORANGE FARM,Gauteng
ORANGE FARM EXT 7B,1805,1841,ORANGE FARM,Gauteng
ORANGE FARM UIT 7B,1805,1841,ORANGE FARM,Gauteng
ORANGE FARM EXT 8,1805,1841,ORANGE FARM,Gauteng
ORANGE FARM UIT 8,1805,1841,ORANGE FARM,Gauteng
ORANGE FARM EXT 8A,1805,1841,ORANGE FARM,Gauteng
ORANGE FARM UIT 8A,1805,1841,ORANGE FARM,Gauteng
ORANGE FARM EXT 8B,1805,1841,ORANGE FARM,Gauteng
ORANGE FARM UIT 8B,1805,1841,ORANGE FARM,Gauteng
ORANGE FARM EXT 9,1805,1841,ORANGE FARM,Gauteng
ORANGE FARM UIT 9,1805,1841,ORANGE FARM,Gauteng
POORTJE,1805,1841,ORANGE FARM,Gauteng
STRETFORD,1805,1841,ORANGE FARM,Gauteng
STRETFORD EXT 3,1805,1841,ORANGE FARM,Gauteng
STRETFORD UIT 3,1805,1841,ORANGE FARM,Gauteng
STREDFORD,1950,1841,ORANGE FARM,Gauteng
GARDENS,,2192,ORANGE GROVE,Gauteng
THE GARDENS,,2192,ORANGE GROVE,Gauteng
ORANIA,8752,,ORANIA,Northern Cape
METSIMAHOLO,1995,,ORANJEVILLE,Gauteng
GOLF PARK,,2619,ORKNEY,North West
KANANA EXT 1,2619,2619,ORKNEY,North West
KANANA UIT 1,2619,2619,ORKNEY,North West
KANANA EXT 10,,2619,ORKNEY,North West
KANANA UIT 10,,2619,ORKNEY,North West
KANANA EXT 12,2619,2619,ORKNEY,North West
KANANA UIT 12,2619,2619,ORKNEY,North West
KANANA EXT 13,,2619,ORKNEY,North West
KANANA UIT 13,,2619,ORKNEY,North West
KANANA EXT 14,,2619,ORKNEY,North West
KANANA UIT 14,,2619,ORKNEY,North West
KANANA EXT 2,,2619,ORKNEY,North West
KANANA UIT 2,,2619,ORKNEY,North West
KANANA EXT 3,,2619,ORKNEY,North West
KANANA UIT 3,,2619,ORKNEY,North West
KANANA EXT 4,,2619,ORKNEY,North West
KANANA UIT 4,,2619,ORKNEY,North West
KANANA EXT 5,,2619,ORKNEY,North West
KANANA UIT 5,,2619,ORKNEY,North West
KANANA EXT 6,,2619,ORKNEY,North West
KANANA UIT 6,,2619,ORKNEY,North West
KANANA EXT 9,,2619,ORKNEY,North West
KANANA UIT 9,,2619,ORKNEY,North West
ORKNEY EXT 1,,2619,ORKNEY,North West
ORKNEY UIT 1,,2619,ORKNEY,North West
ORKNEY EXT 4,,2619,ORKNEY,North West
ORKNEY UIT 4,,2619,ORKNEY,North West
ORKNEY PARK,,2619,ORKNEY,North West
VAALPARK,,2619,ORKNEY,North West
NOOITGEDACHT,2620,,ORKNEY,North West
ORKNEY,2620,2619,ORKNEY,North West
VAAL REEF,2621,2621,ORKNEY,North West
ZUIPING,2622,,ORKNEY,North West
MAZENZELE,2624,,ORKNEY,North West
BOIKANYO,2625,,ORKNEY,North West
KANANA,2626,2619,ORKNEY,North West
KANANA EXT 7,2626,2619,ORKNEY,North West
KANANA UIT 7,2626,2619,ORKNEY,North West
KANANA EXT 8,2626,2619,ORKNEY,North West
KANANA UIT 8,2626,2619,ORKNEY,North West
MUZIMUHLE,2627,2619,ORKNEY,North West
THEMBALETHU,2627,,ORKNEY,North West
UMZIMHLE,2627,2619,ORKNEY,North West
KANANA EAST,2629,,ORKNEY,North West
KANANA-OOS,2629,,ORKNEY,North West
NOORDGESIG EXT 1,1803,1804,ORLANDO,Gauteng
NOORDGESIG UIT 1,1803,1804,ORLANDO,Gauteng
INDUSTRIAL PARK,,1804,ORLANDO,Gauteng
KHOTSO,,1804,ORLANDO,Gauteng
KILLARNEY,,1804,ORLANDO,Gauteng
MOTSWALEDI CAMP,,1804,ORLANDO,Gauteng
NOORDGESIG,,1804,ORLANDO,Gauteng
ORLANDO EAST EXT 1,,1804,ORLANDO,Gauteng
ORLANDO-OOS UIT 1,,1804,ORLANDO,Gauteng
ORLANDO EAST EXT 2,,1804,ORLANDO,Gauteng
ORLANDO-OOS UIT 2,,1804,ORLANDO,Gauteng
ORLANDO EAST EXT 3,,1804,ORLANDO,Gauteng
ORLANDO-OOS UIT 3,,1804,ORLANDO,Gauteng
ORLANDO EAST EXT 4,,1804,ORLANDO,Gauteng
ORLANDO-OOS UIT 4,,1804,ORLANDO,Gauteng
ORLANDO WEST,,1804,ORLANDO,Gauteng
ORLANDO-WES,,1804,ORLANDO,Gauteng
ORLANDO WEST EXT,,1804,ORLANDO,Gauteng
ORLANDO-WES UIT,,1804,ORLANDO,Gauteng
ORLANDO WEST EXT 1,,1804,ORLANDO,Gauteng
ORLANDO-WES UIT 1,,1804,ORLANDO,Gauteng
ORLANDO WEST EXT 2,,1804,ORLANDO,Gauteng
ORLANDO-WES UIT 2,,1804,ORLANDO,Gauteng
ORLANDO WEST EXT 3,,1804,ORLANDO,Gauteng
ORLANDO-WES UIT 3,,1804,ORLANDO,Gauteng
ORLANDO WEST EXT 4,,1804,ORLANDO,Gauteng
ORLANDO-WES UIT 4,,1804,ORLANDO,Gauteng
ORLANDO WEST GARDENS,,1804,ORLANDO,Gauteng
ORLANDO-WES GARDENS,,1804,ORLANDO,Gauteng
ORLANDO WOMENS HOSTEL,,1804,ORLANDO,Gauteng
PHIRIMA,,1804,ORLANDO,Gauteng
WESTCLIFFE,,1804,ORLANDO,Gauteng
WESTCLIFFE EXT,,1804,ORLANDO,Gauteng
WESTCLIFFE UIT,,1804,ORLANDO,Gauteng
WESTCLIFFE TSP,,1804,ORLANDO,Gauteng
WESTCLIFFE DGD,,1804,ORLANDO,Gauteng
ORLANDO EAST,1806,1804,ORLANDO,Gauteng
ORLANDO-OOS,1806,1804,ORLANDO,Gauteng
THABANENG,1807,,ORLANDO,Gauteng
POWER PARK,1808,1804,ORLANDO,Gauteng
DIEPKLOOF,1864,1862,ORLANDO,Gauteng
INHLAZANE,1870,,ORLANDO,Gauteng
MOTSOALEDI,1877,1804,ORLANDO,Gauteng
BLAAUBOSCH,2952,2952,OSIZWENI,KwaZulu Natal
BLAAUBOSCH 2,2952,2952,OSIZWENI,KwaZulu Natal
BLACK BANK,2952,2952,OSIZWENI,KwaZulu Natal
BLACKBANK,2952,2952,OSIZWENI,KwaZulu Natal
DICKS,2952,2952,OSIZWENI,KwaZulu Natal
EASTBOURNE FARM,2952,2952,OSIZWENI,KwaZulu Natal
EMOYENI,2952,2952,OSIZWENI,KwaZulu Natal
FULATHELA INVERNESS,2952,2952,OSIZWENI,KwaZulu Natal
GREENKNOCK,2952,2952,OSIZWENI,KwaZulu Natal
GREENKNOK,2952,2952,OSIZWENI,KwaZulu Natal
GROOTGELUK,2952,2952,OSIZWENI,KwaZulu Natal
JOHNSTONE FARM,2952,2952,OSIZWENI,KwaZulu Natal
MAFAHLAWANE,2952,2952,OSIZWENI,KwaZulu Natal
MAGADLELA,2952,,OSIZWENI,KwaZulu Natal
MAHALIBHOMEMI,2952,,OSIZWENI,KwaZulu Natal
NAAS FARM,2952,,OSIZWENI,KwaZulu Natal
NAAS PLAAS,2952,,OSIZWENI,KwaZulu Natal
NKANINI,2952,2952,OSIZWENI,KwaZulu Natal
SPOOKMILL,2952,2952,OSIZWENI,KwaZulu Natal
SPRINGBOKLAAGTE,2952,2952,OSIZWENI,KwaZulu Natal
PHILIPPI PARK,,7750,OTTERY,Western Cape
PHILIPPIPARK,,7750,OTTERY,Western Cape
SOUTH RIDING,,7780,OTTERY,Western Cape
PHILIPPI,7781,7750,OTTERY,Western Cape
FERNESS EST,,7800,OTTERY,Western Cape
FERNESS LGD,,7800,OTTERY,Western Cape
LEBOGANG,,2610,OTTOSDAL,North West
LETSOPO,2610,,OTTOSDAL,North West
OTTOSDAL,2610,2610,OTTOSDAL,North West
OUDTSHOORN,6620,6625,OUDTSHOORN,Western Cape
BRIDGTON,6623,6625,OUDTSHOORN,Western Cape
VOLMOED,6624,,OUDTSHOORN,Western Cape
BONGOLETHU,,6625,OUDTSHOORN,Western Cape
BRIDGMANVILLE,,6625,OUDTSHOORN,Western Cape
COLRIDGE EAST,,6625,OUDTSHOORN,Western Cape
COLRIDGE-OOS,,6625,OUDTSHOORN,Western Cape
COLRIDGE VIEW,,6625,OUDTSHOORN,Western Cape
COLRIDGE UITSIG,,6625,OUDTSHOORN,Western Cape
DORBANK,,6625,OUDTSHOORN,Western Cape
INDUSTRIAL AREA,,6625,OUDTSHOORN,Western Cape
INDUSTRIELE GEBIED,,6625,OUDTSHOORN,Western Cape
MANDELAHOOGTE,,6625,OUDTSHOORN,Western Cape
NEPON,,6625,OUDTSHOORN,Western Cape
NEPPON,,6625,OUDTSHOORN,Western Cape
OUDTSHOORN NEW EXT,,6625,OUDTSHOORN,Western Cape
OUDTSHOORN NUWE UIT,,6625,OUDTSHOORN,Western Cape
RIEMPIE EXT,,6625,OUDTSHOORN,Western Cape
RIEMPIE UIT,,6625,OUDTSHOORN,Western Cape
ROCKY HILL,,6625,OUDTSHOORN,Western Cape
TOEKOMSRUS,,6625,OUDTSHOORN,Western Cape
WEST BANK,,6625,OUDTSHOORN,Western Cape
WESBANK,,6625,OUDTSHOORN,Western Cape
DYSSELSDORP,6628,6628,OUDTSHOORN,Western Cape
VLAKTEPLAAS,6631,,OUDTSHOORN,Western Cape
LANGVERWAG,6632,,OUDTSHOORN,Western Cape
KRUIS RIVER,6633,,OUDTSHOORN,Western Cape
KRUISRIVIER,6633,,OUDTSHOORN,Western Cape
MATJIES RIVER,6634,,OUDTSHOORN,Western Cape
MATJIESRIVIER,6634,,OUDTSHOORN,Western Cape
DE RUST,6650,6651,OUDTSHOORN,Western Cape
BLOMNEK,,6651,OUDTSHOORN,Western Cape
ECHIBINI,3242,,OZWATINI,KwaZulu Natal
EKUPHUMLENI,3242,,OZWATINI,KwaZulu Natal
ESIDUNJINI,3242,,OZWATINI,KwaZulu Natal
MONTEBELO,3242,,OZWATINI,KwaZulu Natal
BAMSHELA,3261,,OZWATINI,KwaZulu Natal
METRO,,7405,PAARDEN ISLAND,Western Cape
METRO INDUSTRIAL TOWNSHIP,,7405,PAARDEN ISLAND,Western Cape
PAARL,7620,7646,PAARL,Western Cape
PAARL EAST,7621,7646,PAARL,Western Cape
PAARL-OOS,7621,7646,PAARL,Western Cape
MAIN STREET PAARL,7622,7646,PAARL,Western Cape
HOOFSTRAAT PAARL,7622,7646,PAARL,Western Cape
NORTH PAARL,7623,7646,PAARL,Western Cape
NOORDER-PAARL,7623,7646,PAARL,Western Cape
PAARL NORTH,7623,7646,PAARL,Western Cape
NORTHERN PAARL,7623,7646,PAARL,Western Cape
PAARL SOUTH,7624,7646,PAARL,Western Cape
SOUTHERN PAARL,7624,7646,PAARL,Western Cape
SOUTH PAARL,7624,7646,PAARL,Western Cape
SUIDER-PAARL,7624,7646,PAARL,Western Cape
KLAPMUTS,7625,,PAARL,Western Cape
MBEKWENI,7626,7655,PAARL,Western Cape
AGTER-PAARL,7630,,PAARL,Western Cape
WINDMEUL,7630,,PAARL,Western Cape
HUGUENOT,7645,7646,PAARL,Western Cape
HUGENOOT,7645,7646,PAARL,Western Cape
AMSTELHOF,,7646,PAARL,Western Cape
BOLAND PARK,,7646,PAARL,Western Cape
BOSCHENMEER,,7646,PAARL,Western Cape
BOSCHENMEER GOLF ESTATE,,7646,PAARL,Western Cape
CHARLESTON HILL,,7646,PAARL,Western Cape
COURTRAI,,7646,PAARL,Western Cape
DAL JOSAFAT,,7646,PAARL,Western Cape
DALVALE,,7646,PAARL,Western Cape
DENNEBURG,,7646,PAARL,Western Cape
ELRICHT EST,,7646,PAARL,Western Cape
ELRICHT LGD,,7646,PAARL,Western Cape
FAIRY LAND,7646,,PAARL,Western Cape
GROENHEUWEL,,7646,PAARL,Western Cape
GROENVLEI,,7646,PAARL,Western Cape
KLEIN PARYS,,7646,PAARL,Western Cape
KLEIN-NEDERBURG,,7646,PAARL,Western Cape
LA PERLA,7646,7646,PAARL,Western Cape
LANTANA,,7646,PAARL,Western Cape
LUSTIGAN VILLAGE,,7646,PAARL,Western Cape
MOUNTAIN VIEW,,7646,PAARL,Western Cape
NEDERBURGHOOGTE,,7646,PAARL,Western Cape
NEW ORLEANS,,7646,PAARL,Western Cape
NEW YORK,,7646,PAARL,Western Cape
PAARLZICHT,,7646,PAARL,Western Cape
PALMIETVLEI,,7646,PAARL,Western Cape
PEARL VALLEY,,7646,PAARL,Western Cape
RIVERSIDE,,7646,PAARL,Western Cape
ROODEBERG,,7646,PAARL,Western Cape
SOETE INVAL,,7646,PAARL,Western Cape
VRYKYK,,7646,PAARL,Western Cape
SIMONDIUM,7670,,PAARL,Western Cape
SIMONDSRUS,7670,,PAARL,Western Cape
GROOT-DRAKENSTEIN,7680,,PAARL,Western Cape
PNIEL,7681,7681,PAARL,Western Cape
DELVILLE PARK,,6529,PACALTSDORP,Western Cape
HARMONY PARK,,6529,PACALTSDORP,Western Cape
PACALTSDORP EXT 11,,6529,PACALTSDORP,Western Cape
PACALTSDORP UIT 11,,6529,PACALTSDORP,Western Cape
PACALTSDORP EXT 12,,6529,PACALTSDORP,Western Cape
PACALTSDORP UIT 12,,6529,PACALTSDORP,Western Cape
PACALTSDORP EXT 13,,6529,PACALTSDORP,Western Cape
PACALTSDORP UIT 13,,6529,PACALTSDORP,Western Cape
SEA VIEW,,6529,PACALTSDORP,Western Cape
DEBONAIR PARK,1914,1984,PALM SPRINGS,Gauteng
GRACELAND,1914,,PALM SPRINGS,Gauteng
PALMIETFONTEIN,9767,,PALMIETFONTEIN,Free State
PAMPIERSTAD,8566,8566,PAMPIERSTAD,Northern Cape
PARKVIEW,2122,2193,PARKVIEW,Gauteng
AVONDALE,,7500,PAROW,Western Cape
BARONETCY EST,,7500,PAROW,Western Cape
BARONETCY LGD,,7500,PAROW,Western Cape
BARONETCY ESTATE,,7500,PAROW,Western Cape
BARONETCY LANDGOED,,7500,PAROW,Western Cape
BEACONVALE,,7500,PAROW,Western Cape
CHURCHILL ESTATE,,7500,PAROW,Western Cape
CHURCHILL LANDGOED,,7500,PAROW,Western Cape
CLAM HILL,,7500,PAROW,Western Cape
DE DUIN,,7500,PAROW,Western Cape
DE TIJGER,,7500,PAROW,Western Cape
DE TIJGERPARK,,7500,PAROW,Western Cape
FAIRFIELD ESTATE,,7500,PAROW,Western Cape
FAIRFIELD LANDGOED,,7500,PAROW,Western Cape
GLEN LILLY,,7500,PAROW,Western Cape
KAAPZICHT,,7500,PAROW,Western Cape
KLEINBOSCH,,7500,PAROW,Western Cape
NORTH GATE,,7500,PAROW,Western Cape
NORTH GATE EST,,7500,PAROW,Western Cape
NORTH GATE LGD,,7500,PAROW,Western Cape
OOSTERSEE,,7500,PAROW,Western Cape
PAROW NORTH,,7500,PAROW,Western Cape
PAROW-NOORD,,7500,PAROW,Western Cape
PAROW WEST,,7500,PAROW,Western Cape
PAROW-WES,,7500,PAROW,Western Cape
PLATTEKLOOF,,7500,PAROW,Western Cape
PLATTEKLOOF EXT 1,,7500,PAROW,Western Cape
PLATTEKLOOF UIT 1,,7500,PAROW,Western Cape
PLATTEKLOOF EXT 2,,7500,PAROW,Western Cape
PLATTEKLOOF UIT 2,,7500,PAROW,Western Cape
PLATTEKLOOF EXT 3,,7500,PAROW,Western Cape
PLATTEKLOOF UIT 3,,7500,PAROW,Western Cape
PLATTEKLOOF EXT 4,,7500,PAROW,Western Cape
PLATTEKLOOF UIT 4,,7500,PAROW,Western Cape
SONNENDAL,,7500,PAROW,Western Cape
SORRENTO,7500,,PAROW,Western Cape
THE ISLAND,7500,7500,PAROW,Western Cape
THE ISLANDS,7500,7500,PAROW,Western Cape
WELGELEGEN,,7500,PAROW,Western Cape
PAROW EAST,7501,7500,PAROW,Western Cape
PAROW-OOS,7501,7500,PAROW,Western Cape
PAROW VALLEY,7503,7500,PAROW,Western Cape
PAROWVALLEI,7503,7500,PAROW,Western Cape
TYGERBERG,7505,,PAROW,Western Cape
PANORAMA,7506,7500,PAROW,Western Cape
ZAMDELA,9571,,PARYS,Free State
BEAUMONT,,9585,PARYS,Free State
LUSAKA,9585,,PARYS,Free State
MANDELA,9585,,PARYS,Free State
OUDEWERFPARK,,9585,PARYS,Free State
PARYS,9585,9585,PARYS,Free State
POMONA,,9585,PARYS,Free State
SCHONKENVILLE,9585,9585,PARYS,Free State
SESULU,9585,,PARYS,Free State
SUNNYSIDE,9585,,PARYS,Free State
TOKOLOGO,9585,,PARYS,Free State
TUMAHOLE,,9585,PARYS,Free State
WEST END,,9585,PARYS,Free State
NOORDHOEK,6335,,PATENSIE,Eastern Cape
PATENSIE,6335,6335,PATENSIE,Eastern Cape
KWA ZENZELE,,6130,PATERSON,Eastern Cape
KWAZENZELE,,6130,PATERSON,Eastern Cape
MORESON,,6130,PATERSON,Eastern Cape
PATERSON,6130,6130,PATERSON,Eastern Cape
WOODLANDS,6130,,PATERSON,Eastern Cape
SIDBURY,6131,,PATERSON,Eastern Cape
CLARENCE MAKWETU,9800,,PAUL ROUX,Free State
FATENG TSE NTSHO,9800,,PAUL ROUX,Free State
PAUL ROUX,9800,9800,PAUL ROUX,Free State
GROOTSPRUIT,3180,,PAULPIETERSBURG,KwaZulu Natal
EBILANYONI,3185,,PAULPIETERSBURG,KwaZulu Natal
IBILANYONI,3185,,PAULPIETERSBURG,KwaZulu Natal
PAULSHOF EXT 24,2056,2191,PAULSHOF,Gauteng
PAULSHOF UIT 24,2056,2191,PAULSHOF,Gauteng
PAULSHOF EXT 3,2056,2191,PAULSHOF,Gauteng
PAULSHOF UIT 3,2056,2191,PAULSHOF,Gauteng
PAULSHOF EXT 31,2056,2191,PAULSHOF,Gauteng
PAULSHOF UIT 31,2056,2191,PAULSHOF,Gauteng
PAULSHOF EXT 32,2056,2191,PAULSHOF,Gauteng
PAULSHOF UIT 32,2056,2191,PAULSHOF,Gauteng
PAULSHOF EXT 38,2056,2191,PAULSHOF,Gauteng
PAULSHOF UIT 38,2056,2191,PAULSHOF,Gauteng
PAULSHOF EXT 9,2056,2191,PAULSHOF,Gauteng
PAULSHOF UIT 9,2056,2191,PAULSHOF,Gauteng
PAULSHOF EXT 2,,2191,PAULSHOF,Gauteng
PAULSHOF UIT 2,,2191,PAULSHOF,Gauteng
PAULSHOF EXT 72,,2191,PAULSHOF UIT 72,Gauteng
KHANYISO,,5860,PEARSTON,Eastern Cape
MILENIUM PARK,,5860,PEARSTON,Eastern Cape
NELSIG,,5860,PEARSTON,Eastern Cape
PEARSTON,5860,5860,PEARSTON,Eastern Cape
WESLEY,5612,,PEDDIE,Eastern Cape
PEDDIE,5640,5640,PEDDIE,Eastern Cape
CROSSROADS,5643,,PEDDIE,Eastern Cape
MPEKO,5644,,PEDDIE,Eastern Cape
QETO,5645,,PEDDIE,Eastern Cape
NDLAMBE,,6139,PEDDIE,Eastern Cape
GOMPO TOWN,,5209,PEFFERVILLE,Eastern Cape
MOROKE,1154,,PENGE,Mpumalanga
PALM BEACH,4184,,PENNINGTON,KwaZulu Natal
UMDONI VILLAGE,4184,,PENNINGTON,KwaZulu Natal
ROODEPAN,,8309,PESCODIA,Northern Cape
FAIRLEADS,1512,1501,PETIT,Gauteng
FAIRLEADS AG HS,1512,1501,PETIT,Gauteng
SESFONTEIN,1512,1501,PETIT,Gauteng
SLATERVILLE,1512,,PETIT,Gauteng
MAMAFUBEDU,9640,9640,PETRUS STEYN,Free State
MUMSFUBEDU,9640,9640,PETRUS STEYN,Free State
PETRUS STEYN,9640,9640,PETRUS STEYN,Free State
BOLOKANANG,9932,9932,PETRUSBURG,Free State
PETRUSBURG,9932,9932,PETRUSBURG,Free State
GREENPOINT,,8770,PETRUSVILLE,Northern Cape
PETRUSVILLE,8770,8770,PETRUSVILLE,Northern Cape
THEMBINKOSI,8770,,PETRUSVILLE,Northern Cape
UITSIG,,8770,PETRUSVILLE,Northern Cape
MAKHUSWANE,,1390,PHALABORWA,Mpumalanga
PHALABORWA,1390,1389,PHALABORWA,Mpumalanga
PHALABORWA HEAVY IND SITES,1390,1389,PHALABORWA,Mpumalanga
NAMAKGALE,1391,1391,PHALABORWA,Mpumalanga
LULEKANI,1392,1392,PHALABORWA,Mpumalanga
PATAMEDI,1393,,PHALABORWA,Mpumalanga
SELWANA,1394,,PHALABORWA,Mpumalanga
MASHISHIMALE,1395,,PHALABORWA,Mpumalanga
MASEKE,1396,,PHALABORWA,Mpumalanga
PHILIP NEL PARK EXT 5,29,183,PHILIP NEL PARK,Gauteng
PHILIP NEL PARK UIT 5,29,183,PHILIP NEL PARK,Gauteng
PHILIPPI EAST,,7785,PHILIPPI,Western Cape
PHILIPPI-OOS,,7785,PHILIPPI,Western Cape
BERGMANSHOOGTE,9970,9970,PHILIPPOLIS,Free State
BERSMANSHOOGTE,9970,9970,PHILIPPOLIS,Free State
PHILIPPOLIS,9970,9970,PHILIPPOLIS,Free State
PODING TSE ROLLO,9970,9970,PHILIPPOLIS,Free State
LUKHANYISWENI,8795,,PHILIPSTOWN,Northern Cape
PHILIPSTOWN,8795,8795,PHILIPSTOWN,Northern Cape
BRIDGEVALE,,4068,PHOENIX,KwaZulu Natal
BROOKDALE,,4068,PHOENIX,KwaZulu Natal
BROOKES FARM,,4068,PHOENIX,KwaZulu Natal
CANESIDE,,4068,PHOENIX,KwaZulu Natal
CENTENARY HEIGHTS,,4068,PHOENIX,KwaZulu Natal
CENTENARY PARK,,4068,PHOENIX,KwaZulu Natal
CENTENARYPARK,,4068,PHOENIX,KwaZulu Natal
EASTBURY,,4068,PHOENIX,KwaZulu Natal
FOREST HAVEN,,4068,PHOENIX,KwaZulu Natal
GREENBURY,,4068,PHOENIX,KwaZulu Natal
GROVE END,,4068,PHOENIX,KwaZulu Natal
LENHAM,,4068,PHOENIX,KwaZulu Natal
LONGCROFT,,4068,PHOENIX,KwaZulu Natal
NORTHCROFT,,4068,PHOENIX,KwaZulu Natal
PALMVIEW,,4068,PHOENIX,KwaZulu Natal
RAINHAM,,4068,PHOENIX,KwaZulu Natal
REDBURY,,4068,PHOENIX,KwaZulu Natal
REDFERN,,4068,PHOENIX,KwaZulu Natal
ROCKFORD,,4068,PHOENIX,KwaZulu Natal
RYDALVALE,,4068,PHOENIX,KwaZulu Natal
SASTRI PARK,,4068,PHOENIX,KwaZulu Natal
SASTRIPARK,,4068,PHOENIX,KwaZulu Natal
STANMORE,,4068,PHOENIX,KwaZulu Natal
STARWOOD,,4068,PHOENIX,KwaZulu Natal
STONE BRIDGE,,4068,PHOENIX,KwaZulu Natal
SUNFORD,,4068,PHOENIX,KwaZulu Natal
TRENANCE MANOR,,4068,PHOENIX,KwaZulu Natal
TRENANCE PARK,,4068,PHOENIX,KwaZulu Natal
WESTHAM,,4068,PHOENIX,KwaZulu Natal
WHETFERN,,4068,PHOENIX,KwaZulu Natal
WHETSTONE,,4068,PHOENIX,KwaZulu Natal
WHITE HOUSE PARK,,4068,PHOENIX,KwaZulu Natal
AMAOTI,4080,4309,PHOENIX,KwaZulu Natal
MOZAMBIQUE,4080,4068,PHOENIX,KwaZulu Natal
WOODVIEW,4099,4068,PHOENIX,KwaZulu Natal
CLAYFIELD,4156,4068,PHOENIX,KwaZulu Natal
CLAYFIELD PHASE 1,4156,,PHOENIX,KwaZulu Natal
CLAYFIELD FASE 1,4156,,PHOENIX,KwaZulu Natal
CLAYFIELD PHASE 4,4156,,PHOENIX,KwaZulu Natal
CLAYFIELD FASE 4,4156,,PHOENIX,KwaZulu Natal
NEW COTTAGES,4156,4068,PHOENIX,KwaZulu Natal
PHOENIX INDUSTRIAL AREA,4156,4068,PHOENIX,KwaZulu Natal
PHOENIX INDUSTRIELE GEBIED,4156,4068,PHOENIX,KwaZulu Natal
PHOENIX INDUSTRIAL PARK,4156,4068,PHOENIX,KwaZulu Natal
SACCARINE,4156,4068,PHOENIX,KwaZulu Natal
SOUTHGATE,4157,4068,PHOENIX,KwaZulu Natal
CAMPBELLSTOWN,4158,4068,PHOENIX,KwaZulu Natal
EASTBURY PARK,4158,4068,PHOENIX,KwaZulu Natal
MOUNT EDGECOMBE,4300,4302,PHOENIX,KwaZulu Natal
INDUSTRIAL AREA,,9866,PHUTHADITJHABA,Free State
INDUSTRIELE GEBIED,,9866,PHUTHADITJHABA,Free State
RIVERSIDE,9866,,PHUTHADITJHABA,Free State
MARAKONG,9868,,PHUTHADITJHABA,Free State
BLUEGUMBUSH,9869,9870,PHUTHADITJHABA,Free State
DE BULT,9869,,PHUTHADITJHABA,Free State
ELITE,9869,,PHUTHADITJHABA,Free State
RIVERVIEW,9869,,PHUTHADITJHABA,Free State
ETHANDOKUKHANYA,2380,,PIET RETIEF,Mpumalanga
KEMPVILLE,2380,,PIET RETIEF,Mpumalanga
NEW LOCATION,2380,,PIET RETIEF,Mpumalanga
NUWE LOKASIE,2380,,PIET RETIEF,Mpumalanga
PHOLA PARK,,2380,PIET RETIEF,Mpumalanga
PIET RETIEF,2380,2380,PIET RETIEF,Mpumalanga
RIETVILLE,,2380,PIET RETIEF,Mpumalanga
SGODIPHOLA,,2380,PIET RETIEF,Mpumalanga
ISWEPE,2382,,PIET RETIEF,Mpumalanga
INTHUTHUKO,2383,,PIET RETIEF,Mpumalanga
MSIBI,2384,,PIET RETIEF,Mpumalanga
COMMONDALE,2385,,PIET RETIEF,Mpumalanga
DIRKIESDORP,2386,,PIET RETIEF,Mpumalanga
MOOLMAN,2387,,PIET RETIEF,Mpumalanga
ENTUMBANE,2388,,PIET RETIEF,Mpumalanga
EMGULATSHANI,2389,,PIET RETIEF,Mpumalanga
AZALEA,3200,3216,PIETERMARITZBURG,KwaZulu Natal
DENNISFIELD,3200,,PIETERMARITZBURG,KwaZulu Natal
DINDI,3200,,PIETERMARITZBURG,KwaZulu Natal
ETAFULENI,3200,,PIETERMARITZBURG,KwaZulu Natal
HAYMARKET,3200,,PIETERMARITZBURG,KwaZulu Natal
HOPEWELL,3200,,PIETERMARITZBURG,KwaZulu Natal
KWA DADA,3200,,PIETERMARITZBURG,KwaZulu Natal
KWA DEDA,3200,,PIETERMARITZBURG,KwaZulu Natal
KWA MAGWAGWA,3200,,PIETERMARITZBURG,KwaZulu Natal
KWA MGWAGWA,3200,,PIETERMARITZBURG,KwaZulu Natal
KWA PATA,3200,,PIETERMARITZBURG,KwaZulu Natal
LAAGER CENTRE,3200,,PIETERMARITZBURG,KwaZulu Natal
LAAGER SENTRUM,3200,,PIETERMARITZBURG,KwaZulu Natal
MPANDE,3200,,PIETERMARITZBURG,KwaZulu Natal
MPUMELELO,3200,,PIETERMARITZBURG,KwaZulu Natal
