suburb,postal_code,street_code,place,province
WEST ACRES UIT 29,,1201,NELSPRUIT,Mpumalanga
WEST ACRES EXT 3,,1201,NELSPRUIT,Mpumalanga
WEST ACRES UIT 3,,1201,NELSPRUIT,Mpumalanga
WEST ACRES EXT 31,,1201,NELSPRUIT,Mpumalanga
WEST ACRES UIT 31,,1201,NELSPRUIT,Mpumalanga
WEST ACRES EXT 4,,1201,NELSPRUIT,Mpumalanga
WEST ACRES UIT 4,,1201,NELSPRUIT,Mpumalanga
WEST ACRES EXT 5,,1201,NELSPRUIT,Mpumalanga
WEST ACRES UIT 5,,1201,NELSPRUIT,Mpumalanga
WEST ACRES EXT 6,,1201,NELSPRUIT,Mpumalanga
WEST ACRES UIT 6,,1201,NELSPRUIT,Mpumalanga
WEST ACRES EXT 7,,1201,NELSPRUIT,Mpumalanga
WEST ACRES UIT 7,,1201,NELSPRUIT,Mpumalanga
WEST ACRES EXT 8,,1201,NELSPRUIT,Mpumalanga
WEST ACRES UIT 8,,1201,NELSPRUIT,Mpumalanga
BARVALE,1202,,NELSPRUIT,Mpumalanga
MATSULU,1203,1203,NELSPRUIT,Mpumalanga
KARINO,1204,,NELSPRUIT,Mpumalanga
MATAFFIN,1205,,NELSPRUIT,Mpumalanga
SONPARK,1206,,NELSPRUIT,Mpumalanga
SCHAGEN,1207,1207,NELSPRUIT,Mpumalanga
ELANDSHOEK,1208,,NELSPRUIT,Mpumalanga
NGODWANA,1209,1209,NELSPRUIT,Mpumalanga
WEST ACRES,1211,1201,NELSPRUIT,Mpumalanga
WEST ACRES EXT 50,1211,1200,NELSPRUIT,Mpumalanga
WES-ACRES UIT 50,1211,1200,NELSPRUIT,Mpumalanga
SONHEUWEL,1212,1201,NELSPRUIT,Mpumalanga
STEILTES,1213,1201,NELSPRUIT,Mpumalanga
THE VILLAGE,1218,,NELSPRUIT,Mpumalanga
MBOMBELA NORTH,1219,1201,NELSPRUIT,Mpumalanga
MBOMBELA-NOORD,1219,1201,NELSPRUIT,Mpumalanga
NELSPRUIT NORTH,1219,1201,NELSPRUIT,Mpumalanga
NELSPRUIT-NOORD,1219,1201,NELSPRUIT,Mpumalanga
BENFARM,1220,,NELSPRUIT,Mpumalanga
LEGOGWE,1222,,NELSPRUIT,Mpumalanga
ROLLE,1223,,NELSPRUIT,Mpumalanga
RIVERSIDE,1226,,NELSPRUIT,Mpumalanga
WHITE RIVER,1240,1240,NELSPRUIT,Mpumalanga
WITRIVIER,1240,1240,NELSPRUIT,Mpumalanga
KIEPERSOL,1241,,NELSPRUIT,Mpumalanga
NUMBI,1248,,NELSPRUIT,Mpumalanga
NYONGANE,1249,,NELSPRUIT,Mpumalanga
GRASKOP,1270,1270,NELSPRUIT,Mpumalanga
XIMHUNGWE,1281,,NELSPRUIT,Mpumalanga
ZOEKNOG,1288,,NELSPRUIT,Mpumalanga
KAAPMUIDEN,1295,,NELSPRUIT,Mpumalanga
BARBERTON,1300,1300,NELSPRUIT,Mpumalanga
LOW'S CREEK,1302,,NELSPRUIT,Mpumalanga
NOORDKAAP,1304,,NELSPRUIT,Mpumalanga
IMBONGOZI,1333,,NELSPRUIT,Mpumalanga
MAGOGENI,1334,,NELSPRUIT,Mpumalanga
TONGA,1341,1341,NELSPRUIT,Mpumalanga
UTHOKOZANA,1346,1346,NELSPRUIT,Mpumalanga
UTHOKOZANE,1346,1346,NELSPRUIT,Mpumalanga
SIHLANGU,1349,,NELSPRUIT,Mpumalanga
SKUKUZA,1350,,NELSPRUIT,Mpumalanga
MBANGWANE,1355,,NELSPRUIT,Mpumalanga
KWA-SIBHEJANE,1357,1357,NELSPRUIT,Mpumalanga
ACORNHOEK,1360,1360,NELSPRUIT,Mpumalanga
LIPHUNGU,1372,1372,NELSPRUIT,Mpumalanga
KAMAQHEKEZA,1379,1379,NELSPRUIT,Mpumalanga
FORDVILLE,,6200,NEW BRIGHTON,Eastern Cape
SILVERTOWN,,6200,NEW BRIGHTON,Eastern Cape
KWAMAGXADI,6202,6201,NEW BRIGHTON,Eastern Cape
KWAMAGXAKI,6202,6201,NEW BRIGHTON,Eastern Cape
KWADABEKA,3612,3610,NEW GERMANY,KwaZulu Natal
AVIARY HILL,2940,,NEWCASTLE,KwaZulu Natal
CRAWFORD STREET,2940,,NEWCASTLE,KwaZulu Natal
HILL STREET,2940,,NEWCASTLE,KwaZulu Natal
INGAGANE,2940,,NEWCASTLE,KwaZulu Natal
KENNETH STREET,2940,,NEWCASTLE,KwaZulu Natal
KILBARCHAN,2940,,NEWCASTLE,KwaZulu Natal
MURCHISON STREET,2940,,NEWCASTLE,KwaZulu Natal
NCANDU PARK,,2940,NEWCASTLE,KwaZulu Natal
NEWCASTLE INDUSTRIAL AREA,2940,,NEWCASTLE,KwaZulu Natal
NEWCASTLE INDUSTRIELE GEBIED,2940,,NEWCASTLE,KwaZulu Natal
NORMANDIEN,2940,,NEWCASTLE,KwaZulu Natal
PARADISE,2940,,NEWCASTLE,KwaZulu Natal
PIONEER PARK,2940,2940,NEWCASTLE,KwaZulu Natal
SCHUINSHOOGTE,2940,,NEWCASTLE,KwaZulu Natal
SIGNAL HILL,2940,,NEWCASTLE,KwaZulu Natal
SEINHEUWEL,2940,,NEWCASTLE,KwaZulu Natal
SMILES ARCADE FACTORY PLAZA,2940,,NEWCASTLE,KwaZulu Natal
SUNNYRIDGE,2940,,NEWCASTLE,KwaZulu Natal
SURAYAVILLE,2940,,NEWCASTLE,KwaZulu Natal
SUTHERLAND STREET,2940,,NEWCASTLE,KwaZulu Natal
YORK STREET,2940,,NEWCASTLE,KwaZulu Natal
FERNWOOD,2941,,NEWCASTLE,KwaZulu Natal
BALLENGEICH,2942,,NEWCASTLE,KwaZulu Natal
BALLI HI HOTEL,2942,,NEWCASTLE,KwaZulu Natal
INGOGO,2944,,NEWCASTLE,KwaZulu Natal
BARRY HERTZOG,2945,,NEWCASTLE,KwaZulu Natal
BARRY HERTZOGPARK,2945,,NEWCASTLE,KwaZulu Natal
JACKALPAN,2950,,NEWCASTLE,KwaZulu Natal
OSIZWENI,2952,2952,NEWCASTLE,KwaZulu Natal
OSIZWENI SECTION D,2952,2952,NEWCASTLE,KwaZulu Natal
OSIZWENI SEKSIE D,2952,2952,NEWCASTLE,KwaZulu Natal
OSIZWENI SECTION E,2952,2952,NEWCASTLE,KwaZulu Natal
OSIZWENI SEKSIE E,2952,2952,NEWCASTLE,KwaZulu Natal
OSIZWENI WARD 5,2952,2952,NEWCASTLE,KwaZulu Natal
OSIZWENI WYK 5,2952,2952,NEWCASTLE,KwaZulu Natal
OSIZWENI WARD 6,2952,2952,NEWCASTLE,KwaZulu Natal
OSIZWENI WYK 6,2952,2952,NEWCASTLE,KwaZulu Natal
OSIZWENI WARD 8,2952,2952,NEWCASTLE,KwaZulu Natal
OSIZWENI WYK 8,2952,2952,NEWCASTLE,KwaZulu Natal
OSIZWENI WARD 9,2952,,NEWCASTLE,KwaZulu Natal
OSIZWENI WYK 9,2952,,NEWCASTLE,KwaZulu Natal
FERRAX,2953,,NEWCASTLE,KwaZulu Natal
ARBOR PARK,2954,,NEWCASTLE,KwaZulu Natal
FAIRLEIGH,2954,,NEWCASTLE,KwaZulu Natal
AMAJUBA PARK,2955,2940,NEWCASTLE,KwaZulu Natal
HUTTEN HEIGHTS,2956,2956,NEWCASTLE,KwaZulu Natal
HUTTENHOOGTE,2956,2956,NEWCASTLE,KwaZulu Natal
LENNOXTON,2958,,NEWCASTLE,KwaZulu Natal
ENJABULWENI,2959,,NEWCASTLE,KwaZulu Natal
MEMEL,2970,2970,NEWCASTLE,KwaZulu Natal
DURNACOL,3082,,NEWCASTLE,KwaZulu Natal
AMAJUBA,3385,2940,NEWCASTLE,KwaZulu Natal
FERNWOOD EST,,7700,NEWLANDS,Western Cape
FERNWOOD LGD,,7700,NEWLANDS,Western Cape
HARDWICK EST,,7700,NEWLANDS,Western Cape
HARDWICK LGD,,7700,NEWLANDS,Western Cape
HIDDINGH EST,,7700,NEWLANDS,Western Cape
HIDDINGH LGD,,7700,NEWLANDS,Western Cape
SUNNYBRAE,,7700,NEWLANDS,Western Cape
ADCOCK VALE EXT,,6045,NEWTON PARK,Eastern Cape
ADCOCK VALE UIT,,6045,NEWTON PARK,Eastern Cape
COTSWOLD EXT,,6045,NEWTON PARK,Eastern Cape
COTSWOLD UIT,,6045,NEWTON PARK,Eastern Cape
NGOZI,5137,,NGOZI,Eastern Cape
KONJWAYO,5140,,NGQELENI,Eastern Cape
MZONYANE,5140,,NGQELENI,Eastern Cape
QOKAMA,5140,,NGQELENI,Eastern Cape
NKUMANDENI,5141,,NGQELENI,Eastern Cape
CANZIBE,5144,,NGQELENI,Eastern Cape
NTIBANE,5150,,NGQELENI,Eastern Cape
BLINKPUNT,8930,,NIEKERKSHOOP,Northern Cape
KLEURLINGWOONBUURT,8930,,NIEKERKSHOOP,Northern Cape
OU WOONBUURT,8930,,NIEKERKSHOOP,Northern Cape
THABONG,8930,,NIEKERKSHOOP,Northern Cape
NIEUWOUDTVILLE,8180,8180,NIEUWOUDTVILLE,Northern Cape
MARIEVALE,1490,1491,NIGEL,Gauteng
NIGEL,1490,1491,NIGEL,Gauteng
VORSTERSKROON,1490,,NIGEL,Gauteng
ALRAPARK EXT 1,,1491,NIGEL,Gauteng
ALRAPARK UIT 1,,1491,NIGEL,Gauteng
ALRAPARK EXT 2,,1491,NIGEL,Gauteng
ALRAPARK UIT 2,,1491,NIGEL,Gauteng
CERUTIVILLE,,1491,NIGEL,Gauteng
FERRYVALE,,1491,NIGEL,Gauteng
GLENVARLOCH,,1491,NIGEL,Gauteng
LAVERSBURG,,1491,NIGEL,Gauteng
MACKENZIEVILLE,,1491,NIGEL,Gauteng
MARIESHAFT,,1491,NIGEL,Gauteng
MARTESHAFT,,1491,NIGEL,Gauteng
NIGEL EXT 1,,1491,NIGEL,Gauteng
NIGEL UIT 1,,1491,NIGEL,Gauteng
NIGEL EXT 2,,1491,NIGEL,Gauteng
NIGEL UIT 2,,1491,NIGEL,Gauteng
NOYCEDALE,,1491,NIGEL,Gauteng
VISAGIEPARK,,1491,NIGEL,Gauteng
JAMESON PARK,1492,,NIGEL,Gauteng
DUDUZA,1494,1496,NIGEL,Gauteng
MASITSHABA,1494,1496,NIGEL,Gauteng
ALRA PARK,1495,1491,NIGEL,Gauteng
ALRAPARK,1495,1491,NIGEL,Gauteng
DUDUZA EXT 3,,1496,NIGEL,Gauteng
DUDUZA UIT 3,,1496,NIGEL,Gauteng
ROSEVIEW,,1496,NIGEL,Gauteng
DUNNOTTAR,1590,1496,NIGEL,Gauteng
NINAPARK EXT 36,155,186,NINAPARK,Gauteng
NINAPARK UIT 36,155,186,NINAPARK,Gauteng
NINAPARK EXT 1,156,182,NINAPARK,Gauteng
NINAPARK UIT 1,156,182,NINAPARK,Gauteng
NINAPARK EXT 2,156,182,NINAPARK,Gauteng
NINAPARK UIT 2,156,182,NINAPARK,Gauteng
NINAPARK EXT 3,156,182,NINAPARK,Gauteng
NINAPARK UIT 3,156,182,NINAPARK,Gauteng
NINAPARK EXT 5,156,182,NINAPARK,Gauteng
NINAPARK UIT 5,156,182,NINAPARK,Gauteng
NINAPARK EXT 6,156,182,NINAPARK,Gauteng
NINAPARK UIT 6,156,182,NINAPARK,Gauteng
NINAPARK EXT 7,156,182,NINAPARK,Gauteng
NINAPARK UIT 7,156,182,NINAPARK,Gauteng
NINAPARK EXT 8,156,182,NINAPARK,Gauteng
NINAPARK UIT 8,156,182,NINAPARK,Gauteng
NINAPARK EXT 15,,182,NINAPARK,Gauteng
NINAPARK UIT 15,,182,NINAPARK,Gauteng
NINAPARK EXT 27,,182,NINAPARK,Gauteng
NINAPARK UIT 27,,182,NINAPARK,Gauteng
NINAPARK EXT 32,,182,NINAPARK,Gauteng
NINAPARK UIT 32,,182,NINAPARK,Gauteng
AMANZIMNYAMA,3855,,NKANDLA,KwaZulu Natal
BAMBISANANI,3855,,NKANDLA,KwaZulu Natal
CHOLWANE,3855,,NKANDLA,KwaZulu Natal
CWEZI,3855,,NKANDLA,KwaZulu Natal
ITHALA,3855,,NKANDLA,KwaZulu Natal
LUSHABA,3855,,NKANDLA,KwaZulu Natal
MAHLAYIZENI,3855,,NKANDLA,KwaZulu Natal
MASHINGA,3855,,NKANDLA,KwaZulu Natal
MVUTSHINI,3855,,NKANDLA,KwaZulu Natal
NGWENGWENI,3855,,NKANDLA,KwaZulu Natal
NKANDLA VILLAGE,3855,,NKANDLA,KwaZulu Natal
NKUNGUMATHE,3855,,NKANDLA,KwaZulu Natal
SIBOMVU,3855,,NKANDLA,KwaZulu Natal
VULEKA,3855,,NKANDLA,KwaZulu Natal
WHITE CITY,3855,,NKANDLA,KwaZulu Natal
NHLOSHANE,3856,,NKANDLA,KwaZulu Natal
VUMANHLAMVU,3858,,NKANDLA,KwaZulu Natal
EKHOMBE,3859,,NKANDLA,KwaZulu Natal
NDIKWE,3859,,NKANDLA,KwaZulu Natal
CARLSRHUE,616,,NKWE,Mpumalanga
NOMVALO,5173,,NOMVALO,Eastern Cape
HLABATHINI 2,3836,,NONGOMA,KwaZulu Natal
CEZA,3866,,NONGOMA,KwaZulu Natal
ESIPHAMBANWENI,3934,,NONGOMA,KwaZulu Natal
GOMONDO,3934,,NONGOMA,KwaZulu Natal
KWANDEMA,3934,,NONGOMA,KwaZulu Natal
MEHLOMANE,3934,,NONGOMA,KwaZulu Natal
BUXEDENI,3938,,NONGOMA,KwaZulu Natal
BAZINI,3950,,NONGOMA,KwaZulu Natal
KOMBUZI,3950,,NONGOMA,KwaZulu Natal
KWA FAKUDE,3950,,NONGOMA,KwaZulu Natal
KWA MUSI,3950,,NONGOMA,KwaZulu Natal
MAHASHNI,3950,,NONGOMA,KwaZulu Natal
MAKHALATHINI,3950,,NONGOMA,KwaZulu Natal
MAPHOPHOMA,3950,,NONGOMA,KwaZulu Natal
MAYE,3950,,NONGOMA,KwaZulu Natal
OSUTU,3950,,NONGOMA,KwaZulu Natal
BHANGONOMA,3953,,NONGOMA,KwaZulu Natal
NONKULULEKO,4933,,NONKULULEKO,Eastern Cape
LAKE MICHELLE,,7975,NOORDHOEK,Western Cape
CROFTERS VALLEY,7979,,NOORDHOEK,Western Cape
NOORDWYK EXT 28,1685,1685,NOORDWYK,Gauteng
NOORDWYK UIT 28,1685,1685,NOORDWYK,Gauteng
NOORDWYK EXT 14,1687,1687,NOORDWYK,Gauteng
NOORDWYK UIT 14,1687,1687,NOORDWYK,Gauteng
NOORDWYK EXT 51,1687,1687,NOORDWYK,Gauteng
NOORDWYK UIT 51,1687,1687,NOORDWYK,Gauteng
NORTH RIDING EXT 1,2162,2169,NORTH RIDING,Gauteng
NORTH RIDING UIT 1,2162,2169,NORTH RIDING,Gauteng
NORTH RIDING EXT 2,2162,2169,NORTH RIDING,Gauteng
NORTH RIDING UIT 2,2162,2169,NORTH RIDING,Gauteng
NORTH RIDING EXT 22,2162,2188,NORTH RIDING,Gauteng
NORTH RIDING UIT 22,2162,2188,NORTH RIDING,Gauteng
NORTH RIDING EXT 37,2162,2188,NORTH RIDING,Gauteng
NORTH RIDING UIT 37,2162,2188,NORTH RIDING,Gauteng
NORTH RIDING EXT 4,2162,2169,NORTH RIDING,Gauteng
NORTH RIDING UIT 4,2162,2169,NORTH RIDING,Gauteng
NORTH RIDING EXT 6,2162,2169,NORTH RIDING,Gauteng
NORTH RIDING UIT 6,2162,2169,NORTH RIDING,Gauteng
NORTH RIDING EXT 79,2162,2169,NORTH RIDING,Gauteng
NORTH RIDING UIT 79,2162,2169,NORTH RIDING,Gauteng
NORTH RIDING EXT 83,2162,2194,NORTH RIDING,Gauteng
NORTH RIDING UIT 83,2162,2194,NORTH RIDING,Gauteng
NORTH RIDING EXT 86,2162,2188,NORTH RIDING,Gauteng
NORTH RIDING UIT 86,2162,2188,NORTH RIDING,Gauteng
ZANDSPRUIT,,2169,NORTH RIDING,Gauteng
NORTH RIDING EXT 11,,2188,NORTH RIDING,Gauteng
NORTH RIDING UIT 11,,2188,NORTH RIDING,Gauteng
NORTH RIDING EXT 93,,2194,NORTH RIDING,Gauteng
NORTH RIDING UIT 93,,2194,NORTH RIDING,Gauteng
MALOPE RPA,496,,NORTH WEST,Mpumalanga
MDUTJANA POST OFFICE,518,,NORTH WEST,Mpumalanga
MDUTJANA POSKANTOOR,518,,NORTH WEST,Mpumalanga
MIDMALL,1089,,NORTH WEST,Mpumalanga
DUMA RPA,2343,2343,NORTH WEST,Mpumalanga
ROBINSDALE RPA,2358,2358,NORTH WEST,Mpumalanga
GLENMORE RPA,2359,2359,NORTH WEST,Mpumalanga
NIRVANA HILLS,4147,4093,NORTHDENE,KwaZulu Natal
RICHMOND,7090,7090,NORTHERN CAPE,Western Cape
WARRENTON,8530,8530,NORTHERN CAPE,Northern Cape
NORTHWOLD EXT 21,2155,2188,NORTHWOLD,Gauteng
NORTHWOLD UIT 21,2155,2188,NORTHWOLD,Gauteng
EUREKAVILLE,5950,5950,NOUPOORT,Eastern Cape
HOSPITAAL HEUWEL,,5950,NOUPOORT,Eastern Cape
KLIPHEUWEL,,5950,NOUPOORT,Eastern Cape
KWA ZAMUXOLO,5950,5950,NOUPOORT,Eastern Cape
KWAZAMUXOLO,5950,5950,NOUPOORT,Eastern Cape
MORESON,,5950,NOUPOORT,Eastern Cape
NOUPOORT,5950,5950,NOUPOORT,Eastern Cape
PLAKKERSKAMP,5950,,NOUPOORT,Eastern Cape
MZOTHO,4682,,NQABENI,KwaZulu Natal
BONGITOLE,4990,,NQAMAKWE,Eastern Cape
CALM VALLEY,4990,,NQAMAKWE,Eastern Cape
GRAIN VALLEY,4990,,NQAMAKWE,Eastern Cape
MELLOWWOOD,4990,,NQAMAKWE,Eastern Cape
MNYIBASHE,4990,,NQAMAKWE,Eastern Cape
MTEBELE,4990,,NQAMAKWE,Eastern Cape
MTWAKU,4990,,NQAMAKWE,Eastern Cape
NGQAMAKHWE,4990,4990,NQAMAKWE,Eastern Cape
NOMAHEYA,4990,,NQAMAKWE,Eastern Cape
NQAMAKWE,4990,4990,NQAMAKWE,Eastern Cape
NQANCULE,4990,,NQAMAKWE,Eastern Cape
NTSESHA,4990,,NQAMAKWE,Eastern Cape
NYIDLANA,4990,,NQAMAKWE,Eastern Cape
NYULULA,4990,,NQAMAKWE,Eastern Cape
SINGENI,4990,,NQAMAKWE,Eastern Cape
MPUKANE,4991,,NQAMAKWE,Eastern Cape
SIHLABENI,4992,,NQAMAKWE,Eastern Cape
SIHLAMBENI,4992,,NQAMAKWE,Eastern Cape
ISANDLWANA,3005,,NQUTU,KwaZulu Natal
MKONJANE,3007,,NQUTU,KwaZulu Natal
MANGENI,3135,,NQUTU,KwaZulu Natal
NTABEBOMVU,3135,,NQUTU,KwaZulu Natal
QEDUMONA,3135,,NQUTU,KwaZulu Natal
NONDWENI,3137,,NQUTU,KwaZulu Natal
NTOKOZWENI SECTION F,,4066,NTOKOZWENI,KwaZulu Natal
NTOKOZWENI SEKSIE F,,4066,NTOKOZWENI,KwaZulu Natal
VIETNAM,4089,,NTOKOZWENI,KwaZulu Natal
CAMDEN,,2355,NUCAM,Mpumalanga
NEW CROSS ROADS,,7750,NYANGA,Western Cape
NEWLANDS HOSTEL,7750,7750,NYANGA,Western Cape
NYANGA EAST,,7750,NYANGA,Western Cape
NYANGA-OOS,,7750,NYANGA,Western Cape
WHITE CITY,,7750,NYANGA,Western Cape
ZWELITSHA,,7750,NYANGA,Western Cape
MOROLONG,433,,NYLSTROOM,Mpumalanga
BINGLEY,436,,NYLSTROOM,Mpumalanga
TUINPLAAS,437,,NYLSTROOM,Mpumalanga
MODIMOLLE EXT 8,510,510,NYLSTROOM,Mpumalanga
MODIMOLLE UIT 8,510,510,NYLSTROOM,Mpumalanga
NYLSTROOM EXT 11,510,510,NYLSTROOM,Mpumalanga
NYLSTROOM UIT 11,510,510,NYLSTROOM,Mpumalanga
NYLSTROOM EXT 8,510,510,NYLSTROOM,Mpumalanga
NYLSTROOM UIT 8,510,510,NYLSTROOM,Mpumalanga
PHAHAMENG,510,,NYLSTROOM,Mpumalanga
ALMA,512,,NYLSTROOM,Mpumalanga
RANKIN'S PASS,513,,NYLSTROOM,Mpumalanga
ATOOM,514,,NYLSTROOM,Mpumalanga
KOKANJE,515,,NYLSTROOM,Mpumalanga
PITINYANA,516,,NYLSTROOM,Mpumalanga
KATJIEBANE,517,,NYLSTROOM,Mpumalanga
VISGAT,539,,NYLSTROOM,Mpumalanga
FREDDIES 3,9476,,ODENDAALSRUS,Free State
FREDDIES 5,9476,,ODENDAALSRUS,Free State
FREDDIES 7,9476,,ODENDAALSRUS,Free State
NTLAFATSONG,9476,,ODENDAALSRUS,Free State
HOSPITAALPARK,,9480,ODENDAALSRUS,Free State
INDUSTRIA,9480,,ODENDAALSRUS,Free State
KALKKUIL,9480,,ODENDAALSRUS,Free State
KUTLWANONG,9480,9480,ODENDAALSRUS,Free State
ODENDAALSRUS,9480,9480,ODENDAALSRUS,Free State
ODENDAALSRUS EXT,,9480,ODENDAALSRUS,Free State
ODENDAALSRUS UIT,,9480,ODENDAALSRUS,Free State
ODENDAALSRUS EXT 1,,9480,ODENDAALSRUS,Free State
ODENDAALSRUS UIT 1,,9480,ODENDAALSRUS,Free State
ODENDAALSRUS EXT 2,9480,9480,ODENDAALSRUS,Free State
ODENDAALSRUS UIT 2,9480,9480,ODENDAALSRUS,Free State
RESIDENSIA,,9480,ODENDAALSRUS,Free State
ROSSKENT,,9480,ODENDAALSRUS,Free State
ROSSKENT NORTH,9480,9480,ODENDAALSRUS,Free State
ROSSKENT-NOORD,9480,9480,ODENDAALSRUS,Free State
ODENDAALSRUS CENTRAL,9481,,ODENDAALSRUS,Free State
MERAFONG,9483,9480,ODENDAALSRUS,Free State
MID-ENNERDALE,,1830,ODIN PARK,Gauteng
PROTEA PLAZA,1831,,ODIN PARK,Gauteng
KHUTHALA,2232,,OGIES,Mpumalanga
PHOLA,2233,2233,OGIES,Mpumalanga
CONCORDIA,8271,,OKIEP,Northern Cape
CLAYVILLE EAST,,1666,OLIFANTSFONTEIN,Gauteng
CLAYVILLE-OOS,,1666,OLIFANTSFONTEIN,Gauteng
CLAYVILLE EXT 13,,1666,OLIFANTSFONTEIN,Gauteng
CLAYVILLE UIT 13,,1666,OLIFANTSFONTEIN,Gauteng
CLAYVILLE EXT 21,,1666,OLIFANTSFONTEIN,Gauteng
CLAYVILLE UIT 21,,1666,OLIFANTSFONTEIN,Gauteng
CLAYVILLE EXT 26,,1666,OLIFANTSFONTEIN,Gauteng
CLAYVILLE UIT 26,,1666,OLIFANTSFONTEIN,Gauteng
CLAYVILLE EXT 27,,1666,OLIFANTSFONTEIN,Gauteng
CLAYVILLE UIT 27,,1666,OLIFANTSFONTEIN,Gauteng
CLAYVILLE EXT 29,,1666,OLIFANTSFONTEIN,Gauteng
CLAYVILLE UIT 29,,1666,OLIFANTSFONTEIN,Gauteng
CLAYVILLE EXT 3,,1666,OLIFANTSFONTEIN,Gauteng
CLAYVILLE UIT 3,,1666,OLIFANTSFONTEIN,Gauteng
CLAYVILLE EXT 33,,1666,OLIFANTSFONTEIN,Gauteng
CLAYVILLE UIT 33,,1666,OLIFANTSFONTEIN,Gauteng
CLAYVILLE EXT 34,,1666,OLIFANTSFONTEIN,Gauteng
CLAYVILLE UIT 34,,1666,OLIFANTSFONTEIN,Gauteng
CLAYVILLE EXT 7,,1666,OLIFANTSFONTEIN,Gauteng
CLAYVILLE UIT 7,,1666,OLIFANTSFONTEIN,Gauteng
CLAYVILLE EXT 8,,1666,OLIFANTSFONTEIN,Gauteng
CLAYVILLE UIT 8,,1666,OLIFANTSFONTEIN,Gauteng
CLAYVILLE EXT 9,,1666,OLIFANTSFONTEIN,Gauteng
CLAYVILLE UIT 9,,1666,OLIFANTSFONTEIN,Gauteng
CLAYVILLE INDUSTRIAL,,1666,OLIFANTSFONTEIN,Gauteng
CLAYVILLE INDUSTRIEEL,,1666,OLIFANTSFONTEIN,Gauteng
IRENE GLEN,1667,,OLIFANTSFONTEIN,Gauteng
CLAYVILLE,1668,1666,OLIFANTSFONTEIN,Gauteng
KAALFONTEIN EXT 23,1682,1682,OLIFANTSFONTEIN,Gauteng
KAALFONTEIN UIT 23,1682,1682,OLIFANTSFONTEIN,Gauteng
KAALFONTEIN EXT 13,,1685,OLIFANTSFONTEIN,Gauteng
KAALFONTEIN UIT 13,,1685,OLIFANTSFONTEIN,Gauteng
DITLONG,8450,,OLIFANTSHOEK,Northern Cape
PLAKKERSKAMP,,8450,OLIFANTSHOEK,Northern Cape
WELGELEE,,8450,OLIFANTSHOEK,Northern Cape
DIEPSLOOT EXT 3,2069,2189,OLIVEDALE,Gauteng
DIEPSLOOT UIT 3,2069,2189,OLIVEDALE,Gauteng
DIEPSLOOT EXT 6,2069,2189,OLIVEDALE,Gauteng
DIEPSLOOT UIT 6,2069,2189,OLIVEDALE,Gauteng
DIEPSLOOT EXT 9,2069,2189,OLIVEDALE,Gauteng
DIEPSLOOT UIT 9,2069,2189,OLIVEDALE,Gauteng
DIEPSLOOT EXT 4,2089,2191,OLIVEDALE,Gauteng
DIEPSLOOT UIT 4,2089,2191,OLIVEDALE,Gauteng
DIEPSLOOT EXT 7,2089,2189,OLIVEDALE,Gauteng
DIEPSLOOT UIT 7,2089,2189,OLIVEDALE,Gauteng
NORTH RIDING,2162,2188,OLIVEDALE,Gauteng
NORTHGATE EXT,2162,2188,OLIVEDALE,Gauteng
NORTHGATE UIT,2162,2188,OLIVEDALE,Gauteng
NORTHGATE EXT 29,2162,2188,OLIVEDALE,Gauteng
NORTHGATE UIT 29,2162,2188,OLIVEDALE,Gauteng
RIDGE TERRACE,2168,2188,OLIVEDALE,Gauteng
LENASIA NTN CENTRE,2183,,OLIVEDALE,Gauteng
LENASIA NTN SENTRUM,2183,,OLIVEDALE,Gauteng
BRIDGETOWN,,2188,OLIVEDALE,Gauteng
BROMHOF EXT 53,,2188,OLIVEDALE,Gauteng
BROMHOF UIT 53,,2188,OLIVEDALE,Gauteng
COSMO CITY EXT 9,,2188,OLIVEDALE,Gauteng
COSMO CITY UIT 9,,2188,OLIVEDALE,Gauteng
DIEPSLOOT EXT 5,,2189,OLIVEDALE,Gauteng
DIEPSLOOT UIT 5,,2189,OLIVEDALE,Gauteng
DIEPSLOOT ZONE 7,2189,2191,OLIVEDALE,Gauteng
DIEPSLOOT SONE 7,2189,2191,OLIVEDALE,Gauteng
DIEPSLOOT EXT 11,,2191,OLIVEDALE,Gauteng
DIEPSLOOT UIT 11,,2191,OLIVEDALE,Gauteng
DIEPSLOOT EXT 2,2191,2120,OLIVEDALE,Gauteng
DIEPSLOOT UIT 2,2191,2120,OLIVEDALE,Gauteng
VERMONT,,7201,ONRUS RIVER,Western Cape
DRIEZIEK,1805,1841,ORANGE FARM,Gauteng
DRIEZIEK EXT 1,1805,1841,ORANGE FARM,Gauteng
DRIEZIEK UIT 1,1805,1841,ORANGE FARM,Gauteng
DRIEZIEK EXT 3,1805,1841,ORANGE FARM,Gauteng
DRIEZIEK UIT 3,1805,1841,ORANGE FARM,Gauteng
ORANGE FARM,1805,1841,ORANGE FARM,Gauteng
ORANGE FARM EXT 1,1805,1841,ORANGE FARM,Gauteng
ORANGE FARM UIT 1,1805,1841,ORANGE FARM,Gauteng
ORANGE FARM EXT 10,1805,1841,ORANGE FARM,Gauteng
ORANGE FARM UIT 10,1805,1841,ORANGE FARM,Gauteng
ORANGE FARM EXT 10A,1805,1841,ORANGE FARM,Gauteng
ORANGE FARM UIT 10A,1805,1841,ORANGE FARM,Gauteng
ORANGE FARM EXT 2,1805,1841,ORANGE FARM,Gauteng
